Unnamed: 0,Page-1-Clicks,Page-2-Clicks,Page-3-Clicks,Page-4-Clicks,Page-5-Clicks,Page-6-Clicks,Page-7-Clicks,Page-8-Clicks,Page-9-Clicks,Page-10-Clicks,Food-Clicks,Gossip-Clicks,Politic-Clicks,Science-Clicks,Sport-Clicks,Tech-Clicks,Food-Allocations,Gossip-Allocations,Politic-Allocations,Science-Allocations,Sport-Allocations,Tech-Allocations,Page-1-Time,Page-2-Time,Page-3-Time,Page-4-Time,Page-5-Time,Page-6-Time,Page-7-Time,Page-8-Time,Page-9-Time,Page-10-Time,cluster
176,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1,1,0,3,1,5,19,15,16,31,15,34,93.388,46.455,38.103,21.819000000000006,26.409,17.137,23.035,27.093000000000004,24.748,26.007,3
177,3.0,4.0,5.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0,12,2,3,3,0,18,29,16,13,19,12,41,28.01,23.865,25.862,29.592,23.053,18.642,22.429,18.876,20.899,17.017,3
178,4.0,4.0,5.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,7,0,0,24,10,2,23,11,14,46,24,12,34.749,27.622,27.336,22.428,34.101,24.924,23.896,27.468000000000004,20.348,35.565,3
179,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0,2,0,15,0,2,14,19,14,58,11,14,78.946,52.492,49.195,52.112,60.106,46.387,57.478,56.959,45.887,62.842,3
180,2.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,7,0,0,18,0,3,24,13,12,48,17,16,74.369,36.863,45.755,48.721,40.533,28.654,42.967,38.462,48.648,59.609,3
181,0.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,18,1,0,2,0,1,49,16,18,15,15,17,24.287,26.175,30.399,27.245,23.635,32.626,41.526,39.234,25.926,25.282,3
182,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,14,0,1,16,14,14,55,15,16,119.854,82.727,114.296,18.135,43.458,266.494,112.148,31.047,64.627,83.06200000000003,3
183,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3,2,2,12,1,2,20,18,18,46,13,15,110.624,46.132,59.075,43.651,45.356,42.694,53.512,41.063,40.195,63.527,3
184,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3,0,0,4,0,1,29,18,17,33,16,17,32.55,30.504,40.595,28.758000000000006,18.117,21.66,21.451,26.578000000000007,23.237,29.555,3
185,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,8,1,0,2,0,1,37,18,18,24,14,19,41.51,30.67,24.992,29.722,29.149,30.447,36.745,34.306999999999995,39.826,27.331,3
186,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,6,0,1,6,0,16,19,14,15,21,13,48,32.798,28.256,20.966,23.774,21.409,12.827,14.958,17.121,18.025,15.826,3
187,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,2.0,3,0,0,3,0,12,17,13,17,17,13,53,55.994,34.7,32.446,17.278,27.857,23.068,24.67,23.427,20.191,26.806,3
190,3.0,5.0,10.0,1.0,6.0,7.0,6.0,4.0,6.0,7.0,5,0,2,40,3,5,13,14,13,59,15,16,52.661,42.582,43.463,42.229,81.257,42.744,55.18600000000001,58.861,66.791,53.872,26
191,6.0,7.0,9.0,8.0,11.0,6.0,11.0,7.0,8.0,9.0,20,3,5,28,1,25,29,15,11,30,13,32,64.477,45.133,35.676,23.215,57.382,44.807,24.544,33.243,24.553,31.404,30
192,5.0,3.0,7.0,5.0,6.0,6.0,5.0,8.0,4.0,7.0,1,2,0,19,2,32,11,17,11,36,14,41,39.895,27.642,42.368,51.278,45.029,45.534,36.722,36.658,46.073,38.039,4
194,2.0,2.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,13,0,0,7,0,2,45,14,14,28,12,17,30.15,29.286,22.35,20.98,32.154,28.398000000000003,23.106,29.271,17.936,23.592,3
195,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,1,8,7,0,1,15,17,39,28,13,18,119.848,114.378,71.74600000000002,70.23899999999999,85.789,68.442,60.928,53.411,39.651,49.368,3
196,1.0,1.0,1.0,2.0,5.0,2.0,2.0,6.0,3.0,6.0,3,0,1,21,2,2,19,16,17,45,16,17,21.306,21.462,38.21,22.8,30.555,23.849,13.52,27.924,18.698,25.749,15
197,2.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,5.0,2.0,6,0,3,3,0,12,25,15,19,20,14,37,23.566,24.025,18.975,20.007,17.412,20.809,22.778,23.43,24.392,18.651,3
198,2.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,0,0,0,31,0,25,11,13,14,43,11,38,16.595,13.794,13.476,17.451,19.261,18.027,18.477,22.639,11.322,11.028,4
199,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,3,7,1,18,0,1,19,28,15,47,10,11,34.613,16.713,26.828000000000007,25.768,23.679,20.952,20.939,31.318,24.837,32.903,3
200,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,0,0,0,22,0,1,12,13,12,63,13,17,29.336,49.545,25.154,17.741,20.328,22.828000000000007,30.912,20.575,22.48,27.75,3
201,4.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,0.0,5,4,2,15,1,0,19,22,17,47,14,11,94.482,68.28399999999999,89.51799999999999,235.567,60.085,46.224,45.793,54.167,35.81,46.077,3
202,4.0,6.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,5.0,13,0,1,21,0,1,28,10,11,51,14,16,62.738,38.721,71.538,31.669,29.25,35.681,26.012,34.352,37.177,30.714,3
203,2.0,2.0,7.0,5.0,6.0,5.0,4.0,2.0,3.0,4.0,1,0,4,35,0,0,10,16,15,63,14,12,62.37600000000001,62.19300000000001,48.554,135.262,82.559,44.44600000000001,43.018,31.184,60.87,35.756,16
204,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,0,0,11,5,4,0,18,16,38,20,26,12,66.21600000000001,25.441,15.635,25.346,32.672,14.118,52.828,43.838,23.58,26.55,3
205,3.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,4.0,1.0,1,0,4,44,0,0,13,11,16,64,13,13,60.142,51.112,39.303,33.881,40.129,38.084,39.881,42.458,36.37,82.258,24
206,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0,0,14,3,2,0,14,17,52,18,16,13,27.288,10.925,21.395,14.478,28.935,19.428,11.104,11.165,16.592,13.879,3
208,3.0,6.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2,2,2,31,0,2,12,11,11,70,12,14,18.172,25.332,20.44,78.971,30.966,11.233,19.785,58.472,9.463,15.462,3
209,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,6,0,8,15,15,14,31,15,40,96.333,58.858,22.783,26.264,35.905,47.478,36.857,33.327,34.876999999999995,31.795,3
210,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2,4,3,7,0,8,15,18,24,28,12,33,44.412,26.315,22.469,27.805,55.86600000000001,11.618,13.321,14.148,3.404,10.514,3
211,3.0,10.0,7.0,7.0,5.0,10.0,8.0,9.0,8.0,5.0,5,0,2,24,35,6,14,14,10,35,40,17,18.42,24.378,26.22,25.27,22.747,22.887,18.016,15.353,20.168,17.477999999999998,27
212,4.0,3.0,1.0,7.0,3.0,3.0,2.0,2.0,2.0,2.0,0,5,1,15,1,7,13,24,15,42,14,22,100.846,66.283,51.913,49.371,50.968,39.407,52.933,44.835,30.178,39.949,3
213,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2,1,1,14,0,6,15,18,14,47,13,23,44.25,35.056999999999995,48.097,41.584,38.857,36.431,36.262,27.658,23.46,72.872,3
214,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,8,0,1,20,19,15,41,14,21,56.25899999999999,33.469,29.042,34.29,26.182,21.769,29.005,33.885,29.943,22.531,3
215,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0,1,1,8,0,3,14,16,20,38,17,25,47.654,20.586,20.218,21.961,22.259,34.312,25.69,15.98,13.609000000000002,30.395,3
216,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3,0,1,19,0,1,22,11,18,51,14,14,92.123,27.175,24.776,32.313,20.439,30.385,22.143,26.637,46.545,25.438,3
217,5.0,4.0,7.0,9.0,5.0,8.0,7.0,6.0,8.0,8.0,35,1,3,27,0,1,42,11,14,34,11,18,94.666,57.347,51.869,36.296,32.605,27.42,24.681,40.562,32.013000000000005,37.478,4
218,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,0,0,17,3,0,0,14,18,57,14,13,14,47.654,65.07600000000001,67.973,46.067,43.697,50.554,56.26600000000001,39.411,27.689,50.103,3
219,4.0,3.0,5.0,5.0,6.0,6.0,2.0,3.0,7.0,4.0,1,0,2,17,0,25,13,12,11,28,10,56,46.56,38.108,54.197,45.523,45.085,49.426,35.405,39.217,47.784,44.124,3
220,3.0,7.0,2.0,7.0,6.0,4.0,4.0,3.0,4.0,4.0,3,1,1,35,1,3,13,14,12,64,12,15,41.947,41.816,28.585,37.814,44.327,38.719,41.684,34.921,35.296,38.025,3
221,8.0,7.0,7.0,7.0,8.0,8.0,9.0,7.0,9.0,8.0,0,16,17,42,0,3,10,21,30,46,13,10,43.448,31.172,27.614,33.133,24.671,32.751,22.293000000000006,42.794,32.229,31.007,29
222,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2,1,0,15,0,5,15,16,15,46,13,25,68.332,57.82100000000001,68.057,68.404,60.84,54.979,54.747,61.845,76.671,74.089,3
223,3.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0,0,0,0,26,0,10,11,15,12,52,12,28,13.455,13.876,14.749,14.876,17.375999999999998,15.942,15.186,12.479,16.297,20.755,3
224,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,8,1,1,3,3,1,42,17,13,18,21,19,34.305,24.981,11.541,14.225,14.318,10.905,18.81,9.228,10.484000000000002,13.912,3
225,3.0,2.0,7.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,3,0,6,57,1,1,13,13,14,67,11,12,33.289,36.647,50.229,42.177,38.172,39.13,39.922,29.132,39.828,39.832,1
228,7.0,5.0,4.0,4.0,7.0,2.0,8.0,9.0,4.0,5.0,1,1,3,12,20,18,10,13,14,26,34,33,78.48,24.489,29.943,28.917,81.742,22.354,147.34,28.873,26.584,27.858,31
229,7.0,3.0,5.0,5.0,7.0,6.0,6.0,5.0,8.0,7.0,34,2,1,13,5,4,40,14,12,29,21,14,165.416,52.736,39.05,53.25,69.922,29.229,249.746,33.518,43.752,38.007,17
230,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,0,0,0,27,0,2,13,12,12,65,13,15,47.537,45.762,30.137,45.107,52.356,57.453,258.101,26.221,35.921,55.144,3
231,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0,0,2,4,5,1,14,16,23,27,28,22,76.301,44.142,90.96,20.9,26.437,50.494,61.996,41.075,72.916,19.963,3
232,2.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,0,0,0,2,1,20,14,15,14,15,15,57,21.893,20.123,22.099,28.06,20.797,19.744,15.701,23.353,23.086,15.17,3
233,2.0,4.0,6.0,5.0,5.0,4.0,6.0,9.0,6.0,7.0,28,1,3,18,0,4,47,12,15,29,12,15,34.148,31.15,34.92,40.602,30.104,36.88,39.597,33.185,31.726,51.678,4
234,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,0,0,0,3,0,16,11,16,16,24,13,50,12.327,17.232,12.715,24.003,15.244000000000002,16.835,17.727999999999994,13.393,19.457,17.249000000000002,3
235,4.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0,0,1,15,0,3,12,13,16,51,14,24,63.957,44.199,49.805,43.883,38.04,36.95,52.197,34.464,42.934,49.274,3
236,1.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0,0,0,16,0,0,13,14,15,60,11,17,52.208,64.64699999999999,41.414,44.612,32.874,36.912,40.25,26.716,32.615,44.055,3
237,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1,0,0,3,0,17,17,11,13,21,13,55,27.312,19.812,28.178,21.311,24.667,31.776,25.25,15.249,18.437,20.156,3
238,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1,0,2,5,0,4,18,15,23,32,15,27,27.316,26.817,31.859,23.13,19.293,17.95,15.887,24.857,19.658,39.099,3
240,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,0,1,3,2,4,23,19,16,27,23,22,11.725,3.362,6.528,16.834,9.46,4.795,5.982,8.492,9.204,7.591,3
241,3.0,4.0,3.0,6.0,9.0,7.0,7.0,9.0,8.0,8.0,2,2,1,48,0,11,16,14,13,59,13,15,33.361999999999995,34.571,24.516,29.179,26.277,33.536,26.48,31.494,26.225,30.736,1
242,4.0,5.0,2.0,4.0,2.0,6.0,6.0,5.0,5.0,3.0,1,0,3,34,2,2,14,12,22,57,11,14,41.687,31.204,109.299,50.414,59.524,38.913,46.481,41.111,43.416,44.06399999999999,3
243,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,11,0,0,14,17,16,57,13,13,53.01,46.082,10.487,13.508,17.455,16.668,32.672,20.591,24.616,12.556,3
244,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0,4,1,3,0,4,17,24,20,27,13,29,37.977,30.777,28.418000000000006,27.501,28.75,16.816,18.938,27.047,17.343,16.542,3
245,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,2,0,6,0,1,15,19,14,43,18,21,28.909,35.337,26.414,23.233,32.634,27.525,29.011,27.556,24.333,25.833,3
246,3.0,3.0,6.0,5.0,3.0,2.0,6.0,5.0,4.0,4.0,0,0,1,25,0,15,12,13,13,43,10,39,54.07100000000001,42.019,37.265,24.213,37.593,28.306,35.385,32.829,28.174,27.008000000000006,3
247,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,0,0,2,10,2,15,13,12,16,28,14,47,41.405,31.537,24.167,23.972,25.069000000000006,25.294,19.116,24.189,21.599,22.183000000000003,3
248,5.0,7.0,5.0,6.0,8.0,8.0,6.0,5.0,3.0,6.0,0,0,9,45,0,5,11,13,20,62,12,12,49.735,72.306,67.44,51.66,72.11399999999998,70.798,64.616,83.334,61.595,66.942,4
249,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0,0,0,10,0,3,18,12,16,49,13,22,42.148,21.581,18.805,18.704,23.479,16.727999999999998,21.121,15.35,14.797,16.206,3
250,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0,1,0,13,0,0,11,15,16,56,13,19,26.305,23.793000000000006,19.564,30.492,19.451,24.679,51.825,20.264,13.088,10.738,3
251,2.0,4.0,2.0,5.0,5.0,4.0,1.0,6.0,4.0,4.0,1,0,0,31,1,4,13,13,13,62,13,16,32.181999999999995,28.408,37.464,35.746,35.566,33.486,26.847,37.471,31.382,25.682,3
252,6.0,6.0,3.0,4.0,2.0,6.0,5.0,5.0,5.0,7.0,2,0,10,31,3,3,13,14,27,47,15,14,87.37899999999998,54.895,69.423,52.37600000000001,26.62,50.184,48.337,53.065,59.899,90.508,4
253,2.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,0,0,0,11,0,14,13,15,14,31,13,44,18.254,21.514,21.276,29.072,28.002,28.365,31.664,21.099,26.571,30.303,3
254,6.0,4.0,5.0,3.0,2.0,2.0,6.0,7.0,0.0,3.0,0,0,13,20,0,5,10,12,31,41,12,24,39.022,34.564,38.592,35.424,29.914,25.034,32.286,41.19300000000001,37.842,17.657,20
256,4.0,3.0,5.0,6.0,5.0,6.0,3.0,1.0,4.0,2.0,1,1,2,25,0,10,16,11,13,52,13,25,36.37300000000001,24.15,27.856,21.902,28.021,25.487,15.448,15.22,22.479,14.039,3
257,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,19,1,2,3,0,12,43,11,17,16,13,30,85.973,40.729,37.332,40.405,34.794000000000004,33.744,30.851,30.496,32.065,35.163000000000004,3
258,3.0,3.0,4.0,4.0,7.0,7.0,6.0,6.0,8.0,5.0,0,0,1,37,4,11,15,10,15,55,18,17,24.564,24.052,19.046,16.545,19.961,17.048,22.544,16.604,23.557,24.146,4
259,4.0,5.0,6.0,7.0,4.0,4.0,3.0,4.0,7.0,4.0,3,0,1,39,2,3,13,14,16,62,10,15,56.54600000000001,62.82899999999999,56.53100000000001,47.746,68.938,66.171,51.27,40.395,50.349,60.692,3
260,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,3.0,0,0,0,14,0,6,12,14,16,44,11,33,37.906,57.096,11.718,23.489,69.387,19.246,13.824000000000002,15.595999999999998,13.985,15.308,3
261,2.0,7.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2,0,8,14,1,3,17,14,24,44,13,18,36.955,44.966,27.738000000000003,31.355,27.742,31.81,24.288,33.523,33.39,29.525,18
262,4.0,5.0,3.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,1,0,43,6,3,0,13,14,64,16,10,13,47.197,39.754,34.381,32.694,36.042,33.667,41.775,37.637,42.452,82.70299999999997,4
264,3.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0,0,1,2,2,8,12,15,23,18,19,43,63.673,37.132,26.949,16.212,36.231,11.74,19.17,19.73,19.728,17.655,3
265,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1,0,0,1,0,17,16,14,13,14,13,60,28.105,10.589,4.337,3.0410000000000004,10.259,3.242,6.032,4.345,4.38,4.105,3
